productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2
90090,Tympole,Tympole,https://tcgplayer-cdn.tcgplayer.com/product/90090_200w.jpg,3,1394,https://cpt.tcgcsv.com/Q2L,2023-01-06T16:48:20.37,1,34/124,Common,Water,50,Basic,,"[W] Bubble (10) Flip a coin.  If heads, the Defending Pokemon is now Paralyzed.",Gx2,,1,0.3,0.7,2.0,0.62,,Reverse Holofoil,
90372,Vigoroth,Vigoroth,https://tcgplayer-cdn.tcgplayer.com/product/90372_200w.jpg,3,1394,https://cpt.tcgcsv.com/s9L,2023-01-06T17:13:25.043,1,102/124,Uncommon,Colorless,80,Stage 1,,"[2] Ambush (20+) Flip a coin.  If heads, this attack does 40 more damage.",Fx2,,1,0.15,0.28,19.5,0.28,0.23,Normal,
90372,Vigoroth,Vigoroth,https://tcgplayer-cdn.tcgplayer.com/product/90372_200w.jpg,3,1394,https://cpt.tcgcsv.com/s9L,2023-01-06T17:13:25.043,1,102/124,Uncommon,Colorless,80,Stage 1,,"[2] Ambush (20+) Flip a coin.  If heads, this attack does 40 more damage.",Fx2,,1,0.4,0.84,9.09,0.79,,Reverse Holofoil,
90447,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/90447_200w.jpg,3,1394,https://cpt.tcgcsv.com/ZbL,2023-05-27T19:20:56.41,1,18/124,Common,Fire,60,Basic,,[R] Singe - The Defending Pokemon is now Burned.,Wx2,,1,0.74,1.52,29.99,1.45,2.31,Normal,
90447,Vulpix,Vulpix,https://tcgplayer-cdn.tcgplayer.com/product/90447_200w.jpg,3,1394,https://cpt.tcgcsv.com/ZbL,2023-05-27T19:20:56.41,1,18/124,Common,Fire,60,Basic,,[R] Singe - The Defending Pokemon is now Burned.,Wx2,,1,4321.0,4321.0,4321.0,5.71,,Reverse Holofoil,
90456,Wailmer,Wailmer,https://tcgplayer-cdn.tcgplayer.com/product/90456_200w.jpg,3,1394,https://cpt.tcgcsv.com/8cL,2023-01-06T16:46:28.227,1,25/124,Uncommon,Water,100,Basic,,"[1] Lullaby - Flip a coin.  If heads, the Defending Pokemon is now Asleep.",Lx2,,3,0.18,0.4,4.02,0.43,,Normal,[2W] Water Gun (30)
90456,Wailmer,Wailmer,https://tcgplayer-cdn.tcgplayer.com/product/90456_200w.jpg,3,1394,https://cpt.tcgcsv.com/8cL,2023-01-06T16:46:28.227,1,25/124,Uncommon,Water,100,Basic,,"[1] Lullaby - Flip a coin.  If heads, the Defending Pokemon is now Asleep.",Lx2,,3,1.28,2.79,4.71,2.54,,Reverse Holofoil,[2W] Water Gun (30)
90462,Wailord,Wailord,https://tcgplayer-cdn.tcgplayer.com/product/90462_200w.jpg,3,1394,https://cpt.tcgcsv.com/gcL,2025-12-11T00:02:05.233,1,26/124,Holo Rare,Water,200,Stage 1,,"[W] Water Cannon (30x) Flip a coin.  If heads, this attack does 30 damage times the amount of W Energy attached to this Pokemon.",Lx2,,4,1.53,2.66,5.99,2.38,,Holofoil,[3W] Giant Wave (80) This Pokemon can't use Giant Wave during your next turn.
90462,Wailord,Wailord,https://tcgplayer-cdn.tcgplayer.com/product/90462_200w.jpg,3,1394,https://cpt.tcgcsv.com/gcL,2025-12-11T00:02:05.233,1,26/124,Holo Rare,Water,200,Stage 1,,"[W] Water Cannon (30x) Flip a coin.  If heads, this attack does 30 damage times the amount of W Energy attached to this Pokemon.",Lx2,,4,1.27,1.97,2.77,2.51,,Reverse Holofoil,[3W] Giant Wave (80) This Pokemon can't use Giant Wave during your next turn.
90469,Walrein,Walrein,https://tcgplayer-cdn.tcgplayer.com/product/90469_200w.jpg,3,1394,https://cpt.tcgcsv.com/pcL,2023-01-06T16:47:58.3,1,31/124,Rare,Water,140,Stage 2,,[2W] Aurora Beam (80),Mx2,,4,0.25,0.5,1.67,0.52,,Normal,[2WW] Ice Entomb (60) The Defending Pokemon is now Paralyzed.  This Pokemon can't use Ice Entomb during your next turn.
90469,Walrein,Walrein,https://tcgplayer-cdn.tcgplayer.com/product/90469_200w.jpg,3,1394,https://cpt.tcgcsv.com/pcL,2023-01-06T16:47:58.3,1,31/124,Rare,Water,140,Stage 2,,[2W] Aurora Beam (80),Mx2,,4,0.66,0.73,2.99,0.71,,Reverse Holofoil,[2WW] Ice Entomb (60) The Defending Pokemon is now Paralyzed.  This Pokemon can't use Ice Entomb during your next turn.
90653,Wurmple,Wurmple,https://tcgplayer-cdn.tcgplayer.com/product/90653_200w.jpg,3,1394,https://cpt.tcgcsv.com/5hL,2023-01-06T16:42:05.767,1,6/124,Common,Grass,60,Basic,,"[1] Sleep Poison - Flip a coin.  If heads, the Defending Pokemon is now Asleep and Poisoned.",Rx2,,1,0.1,0.26,5.0,0.22,,Normal,
90653,Wurmple,Wurmple,https://tcgplayer-cdn.tcgplayer.com/product/90653_200w.jpg,3,1394,https://cpt.tcgcsv.com/5hL,2023-01-06T16:42:05.767,1,6/124,Common,Grass,60,Basic,,"[1] Sleep Poison - Flip a coin.  If heads, the Defending Pokemon is now Asleep and Poisoned.",Rx2,,1,4.0,5.1,6.45,6.03,,Reverse Holofoil,
